start	end	text
2739000	2742000	they observed the centroid, so the centre
2742000	2745000	of how they
2745000	2748000	jump and they could see a significant difference
2748000	2751000	and then they could calculate
2751000	2754000	the potential energy
2754000	2757000	of this preparation
2757000	2760000	and you can see that energy
2760000	2763000	is increased, okay
2763000	2766000	and they measure the angle here
2766000	2769000	of the tibia, the lower tibia
2769000	2772000	angle, in the preparation
2772000	2775000	when they push, okay
2775000	2778000	and they also make
2778000	2781000	dynamic change, okay
2781000	2784000	and you can see that the angle is changed
2784000	2787000	and they could bend more
2787000	2790000	and they could prepare more, so the angle is reduced
2790000	2793000	so it means that they are more
2793000	2796000	flexible in terms of preparation
2796000	2799000	and this will give more energy
2799000	2802000	for the jump, okay
2802000	2805000	they measure the stress of the train
2805000	2808000	and you can see that there is more
2808000	2811000	significant jump
2811000	2814000	so there is the elastic limit of the pendulum
2814000	2817000	so the pendulum can extend
2817000	2820000	more significantly
2820000	2823000	and there is for this young module
2823000	2826000	and it is a higher role
2826000	2829000	and the formation compared to the one type
2829000	2832000	so in terms of mechanophysical
2832000	2835000	which are motivations at all
2835000	2838000	but you can see the clear difference
2838000	2841000	in terms of preparation
2841000	2844000	and how they
2844000	2847000	change in the comparison
2847000	2850000	of the mutant express and the wild type
2850000	2853000	and then that you can see
2853000	2856000	that they can store more energy
2856000	2859000	and the dissipation of energy is much lower
2859000	2862000	so there is a clear change
2862000	2865000	in terms of energy
2865000	2868000	elastic energy
2868000	2871000	in the pendulum when you have this limitation
2871000	2874000	and this gives you a clear advantage
2874000	2877000	physical advantage, at least for the mice
2877000	2880000	for the jump
2880000	2883000	and to increase
2883000	2886000	and what was interesting
2886000	2889000	is our other mice
2889000	2892000	they also check just after
2892000	2895000	birth
2895000	2898000	and you can see also the postnatal change
2898000	2901000	increase the physical activity
2901000	2904000	so it means
2904000	2907000	that even if you are born with the mutant
2907000	2910000	without any training
2910000	2913000	you already have
2913000	2916000	not you but the mice
2916000	2919000	have already a physical advantage
2919000	2922000	in terms of running and in terms of jumping
2922000	2925000	so you don't need any physical preparation
2925000	2928000	but the case of mutation
2928000	2931000	will already improve
2931000	2934000	your dental sickness
2934000	2937000	and it will already give you
2937000	2940000	a physical advantage
2940000	2943000	and
2943000	2946000	and the last figure of the paper
2949000	2952000	is
2952000	2955000	that
2955000	2958000	is a small
2958000	2961000	population in the Jamaican
2961000	2964000	so I know that Jamaican athletes
2964000	2967000	are very good in performing Olympic games
2967000	2970000	especially in the Olympics
2970000	2973000	they often get medals
2973000	2976000	and what is interesting
2976000	2979000	is that within the Jamaican
2979000	2982000	professional sprinter
2982000	2985000	you have half of these athletes
2985000	2988000	who
2988000	2991000	have this kind of function mutation
2991000	2994000	and this is in the same proportion
2994000	2997000	in terms of male and female sprinter
2997000	3000000	you have a large proportion
3000000	3003000	of people carrying the mutation
3003000	3006000	but they even do but it will be interesting to do
3006000	3009000	so if you take the athletes
3009000	3012000	with a gold medal
3012000	3015000	or a medalist in the Olympic game
3015000	3018000	if you have a higher proportion
3018000	3021000	of people with mutations
3021000	3024000	with medals
3024000	3027000	one day it will be done
3027000	3030000	so just a conclusion
3030000	3033000	so Pieszo is critical as a mechanical sensing
3033000	3036000	he promotes the dental function
3036000	3039000	increased the specific gene expression
3039000	3042000	modified the dental structure
3042000	3045000	and also enhance the dental function
3045000	3048000	so it can be also
3048000	3051000	of course in terms of athletics
3051000	3054000	it can also be a good target
3054000	3057000	for people who have
3057000	3060000	musculoskeletal disorder
3060000	3063000	and they can also improve
3063000	3066000	the new athletic performance
3066000	3069000	so this will be decided
3069000	3072000	by the ethical committees
3072000	3075000	and the CIO
3075000	3078000	in the future
3078000	3081000	but there is something to think about gene
3081000	3084000	and the gene mutation and performance
3084000	3087000	so this is a little bit
3087000	3090000	lecture
3090000	3093000	on ion channel
3093000	3096000	it's a different ion channel
3096000	3099000	it's a mechanical sensing ion channel
3099000	3102000	so it sends the pressure
3102000	3105000	and drives an influx of ion inside the cell
3105000	3108000	and you have some mutations
3108000	3111000	that are in the human population
3111000	3114000	these mutations give a gain of function
3114000	3117000	so they increase the inactivation
3117000	3120000	of the channel
3120000	3123000	the increase of inactivation of the channel
3123000	3126000	so there is some change
3126000	3129000	morphological change in some cells
3129000	3132000	this can give you some advantage
3132000	3135000	in terms of disease resistance
3135000	3138000	for example for malaria
3138000	3141000	that's why this mutant
3141000	3144000	spreads into some population
3144000	3147000	not the population that are facing
3147000	3150000	malaria
3150000	3153000	it can also give a physical advantage
3153000	3156000	in terms of jumping
3156000	3159000	of athletic performance
3159000	3162000	so the athletic performance
3162000	3165000	doesn't only depend on your
3165000	3168000	physical training
3168000	3171000	but it can also depend on your gene background
3171000	3174000	any questions
3174000	3177000	or comments
3177000	3180000	I have a comment before
3180000	3183000	about the muscles being
3183000	3186000	unimportant
3186000	3189000	not being unimportant
3189000	3192000	but the mutation in there doesn't matter
3192000	3195000	which is I think the muscle size can change drastically
3195000	3198000	based on exercise
3198000	3201000	so the gene might not do that much
3201000	3204000	of course
3204000	3207000	but when you are running
3207000	3210000	your heart is also important
3210000	3213000	your blood circulation is also important
3213000	3216000	your VO2 max is also very important
3216000	3219000	so how much your
3219000	3222000	if you have a lot of muscle
3222000	3225000	but your heart is weak
3225000	3228000	it will be very exhausted
3228000	3231000	because your muscle will not get
3231000	3234000	oxygen
3234000	3237000	of course
3237000	3240000	in terms of physical
3240000	3243000	like this
3243000	3246000	they break a few advantage
3246000	3249000	but the skeletal muscle is also important
3249000	3252000	in the way you train your muscles
3252000	3255000	so what type of muscle you have
3255000	3258000	you have skeletal muscle
3258000	3261000	which is the same
3261000	3264000	you have to try to find out
3264000	3267000	what are the differences
3267000	3270000	they have a slightly different
3270000	3273000	one can work
3273000	3276000	anaerobic
3276000	3279000	so you have some muscles
3279000	3282000	I am standing here
3282000	3285000	am I using muscles
3285000	3288000	yes
3288000	3291000	you have muscles that are just here for standing
3291000	3294000	and then you have muscles that are used for moving
3294000	3297000	type 2
3297000	3300000	so they are also
3300000	3303000	quite important
3303000	3306000	in terms of how you are moving
3306000	3309000	and how you train your muscle
3309000	3312000	rapid training or heavy loading
3312000	3315000	increase your body mass
3315000	3318000	he is already very old
3318000	3321000	but he was very famous guy
3321000	3324000	when I was younger
3324000	3327000	but that's not enough
3327000	3330000	so he was injecting
3330000	3333000	products
3333000	3336000	so I have a very good friend
3336000	3339000	he was a big fan
3339000	3342000	from being but he never touched
3342000	3345000	he said I would never lose
3345000	3348000	and he was pumping a lot
3348000	3351000	but he never gained muscle
3351000	3354000	but actually his strength was quite strong
3354000	3357000	it's not the mass of your body
3357000	3360000	but your training
3360000	3363000	your body mass
3363000	3366000	I have a student in the lab
3366000	3369000	she is doing a lot of climbing
3369000	3372000	she has muscle but she doesn't like it
3372000	3375000	but when you hold her
3375000	3378000	take her hand and shake your hand
3378000	3381000	you can sense that she is very strong
3381000	3384000	ok
3384000	3387000	so of course some genetic background
3387000	3390000	will give you some advantage
3390000	3393000	but that doesn't mean
3393000	3396000	you can't perform well in a competition
3396000	3399000	if you just have a strong genetic background
3399000	3402000	you need training
3402000	3405000	just like studying
3405000	3408000	you might be smart but if you don't study
3408000	3411000	you won't perform well
3411000	3414000	sorry
3414000	3417000	so studying is like training
3417000	3420000	stimulates your organs
3420000	3423000	and this stimulation
3423000	3426000	provides a stimulation
3426000	3429000	will increase the activity of many channels
3429000	3432000	in brain, your action potential
3432000	3435000	will be stimulated in your muscle
3435000	3438000	your muscle channel will be stimulated
3438000	3441000	when you have influx of calcium
3441000	3444000	in the heart, in the blood
3444000	3447000	all these activities are channel dependent
3447000	3450000	and the channels are not only important
3450000	3453000	when you are moving
3453000	3456000	muscle or ion channel
3456000	3459000	traction
3459000	3462000	but also
3462000	3465000	they are important
3465000	3468000	for building your muscle
3468000	3471000	building your tendon
3471000	3474000	building your physique
3474000	3477000	and
3477000	3480000	I used to present also another paper
3480000	3483000	in this
3483000	3486000	in this
3486000	3489000	in this course
3489000	3492000	it's related to the heart
3492000	3495000	and there is one channel
3495000	3498000	that generates a current
3498000	3501000	which is a pacemaker
3501000	3504000	it shows that this pacemaker channel is important
3504000	3507000	for your heart reason
3507000	3510000	and if you increase this channel expression
3510000	3513000	in the heart
3513000	3516000	you increase your archipelago performance
3516000	3519000	so the expression
3519000	3522000	of channels, not only the activity
3522000	3525000	are also very important
3525000	3528000	in terms of physical performance
3528000	3531000	any question?
3531000	3534000	any question related to the pacemaker
3534000	3537000	if you don't have a question
3537000	3540000	because next week it will be quite intense
3543000	3546000	so
3546000	3549000	maybe I just read
3549000	3552000	the next paper
3552000	3555000	so
3555000	3558000	we have seen ion channels that are important
3558000	3561000	in terms of
3561000	3564000	physiological effects
3564000	3567000	so last week the acid taste
3567000	3570000	sensing the electro
3570000	3573000	reception and these are studies
3573000	3576000	that are mainly done
3576000	3579000	in terms of physiological and pathological
3579000	3582000	but
3585000	3588000	in this one
3588000	3591000	so
3591000	3594000	in the
3594000	3597000	in the recent year
3597000	3600000	there is a trend
3600000	3603000	in
3603000	3606000	studying
3606000	3609000	in
3609000	3612000	I don't know if you can know
3612000	3615000	if you know
3615000	3618000	if you know the
3618000	3621000	protein design
3621000	3624000	you can
3624000	3627000	design
3627000	3630000	you can
3630000	3633000	design your own protein
3633000	3636000	and you can
3636000	3639000	design whatever protein
3639000	3642000	and you can design a protein
3642000	3645000	be it a protein
3645000	3648000	this is what I want to
3648000	3651000	talk about
3651000	3654000	I will
3654000	3657000	upload this
3657000	3660000	in the
3660000	3663000	how to say
3663000	3666000	in the time
3666000	3669000	here
3680000	3683000	so it's a paper
3683000	3686000	that was published
3686000	3689000	inside
3689000	3692000	so you have three journals
3692000	3696000	which are
3696000	3699000	so the title is
3699000	3702000	the noble design voltage
3702000	3705000	so
3705000	3708000	this is not a natural channel
3708000	3710000	they have designed in
3710000	3713000	a channel that is selected
3713000	3716000	for chloride
3716000	3719000	so they make
3719000	3722000	a computer
3722000	3725000	an ion channel
3725000	3728000	and they express this ion channel
3728000	3731000	in neurons
3731000	3734000	so they did a tremendous
3734000	3737000	work
3737000	3740000	and then they invested in the
3740000	3743000	real cells
3743000	3746000	and they could design a
3747000	3750000	chloride channel
3750000	3753000	and then
3753000	3756000	they give a name to their channel
3756000	3759000	and they put the channel inside the neuron
3759000	3762000	they merge the action potential of these neurons
3762000	3765000	in the brain of the mouse
3765000	3768000	and they could lower the activity
3768000	3771000	or even shut down the activity of neurons
3771000	3774000	so the study reports
3774000	3777000	would be noble design
3777000	3780000	of a voltage channel
3780000	3783000	that are distinct from a natural channel
3783000	3786000	so they could make something that has never been done by nature
3786000	3789000	they exhibit voltage
3789000	3792000	in conductance
3792000	3795000	so they could make design protein that is voltage dependent
3795000	3798000	and they could change the conductance
3798000	3801000	they could tune
3801000	3804000	and they are capable of being tuned for biological applications
3804000	3807000	such as
3807000	3810000	neural networks
3810000	3813000	so this looks like an independent science fiction
3813000	3816000	but it's actual and this is really the last trend
3816000	3819000	one of the last trends of the new ion channel
3819000	3822000	so it's not only for ion channels
3822000	3825000	so the protein design is something new for any protein
3825000	3828000	so if you are interested in doing research
3828000	3831000	this is one direction that you can take
3831000	3834000	if you like ion channels
3834000	3837000	you can design for ion channels
3837000	3840000	not only ion channels per se
3840000	3843000	but any protein that modulates also
3843000	3846000	of natural ion channels
3846000	3849000	so this is something quite new
3849000	3852000	in the field
3852000	3855000	so I will upload this paper
3855000	3858000	which is right to me
3858000	3861000	there is a long path
3861000	3864000	that is just on the design
3864000	3867000	of the ion channel structure
3867000	3870000	so we will talk a little bit about ion channel structure
3870000	3873000	and then
3873000	3876000	they make
3876000	3879000	what you do when you do the ion channel
3879000	3882000	so they will
3882000	3885000	they see the voltage dependent
3885000	3888000	they study the selectivity as we discussed last week
3888000	3891000	so they measure the reversal potential
3891000	3894000	and then they change the ion leak
3894000	3897000	and they see the change in the reversal potential
3897000	3900000	and they could estimate the selectivity
3900000	3903000	against different ions
3903000	3906000	so as we discussed last week
3906000	3909000	they did a single channel internal activity
3909000	3912000	as we discussed
3912000	3915000	they solve the structure
3915000	3918000	so they design, they made the gene
3918000	3921000	in the DNA, they express the DNA
3921000	3924000	in the cells and they make
3924000	3927000	the high voltage
3927000	3930000	electron microscopy structure
3930000	3933000	of the channel so they can see the channel
3933000	3936000	they design, actually
3936000	3939000	in the cell
3939000	3942000	they could see the power
3942000	3945000	of the channel
3945000	3948000	and then they play with the system
3948000	3951000	so they make mutations, they change a little bit
3951000	3954000	the channel and they observe how this change
3954000	3957000	affect the channel internal structure
3957000	3960000	and finally
3960000	3963000	try to read the whole paper
3963000	3966000	they express this channel
3966000	3969000	in the brain
3969000	3972000	and they observe the change
3972000	3975000	in the gene of the mouse brain
3975000	3978000	so it's really a very nice paper
3978000	3981000	it was just published last year in December
3981000	3984000	so it's very new, so please try to read
3984000	3987000	even if it's a little bit hard
3987000	3990000	I'm going to discuss next
3990000	3993000	the question
3993000	3996000	finished today
3996000	3999000	because we have a half time
3999000	4002000	ok
4002000	4005000	ok
