start	end	text
3176120	3185000	In fact, like, of course, horseradish peroxidase emits some photo, and you can detect the photos.
3185000	3192040	Okay? So, researchers use antibodies as a means to protect proteins, specific proteins, and that
3192040	3203240	exactly what they do here. They use an antibody that targets CLE 1.3, and its copper is a fluorescent
3203240	3208840	protein, so they go under a fluorescent microscope, and you know what fluorescence, I hope.
3212360	3220520	And in the receptor cells, they can detect the red one, CLE 1.3, they can detect the presence
3221240	3230440	of CLE 1.3. So, they have three evidence, molecular, electrophysiological, and
3233480	3239480	biochemical. Okay? Wow, we have a challenge. Okay? That's not enough to make your
3240440	3246920	paper. So, they want a little bit more in detail. Okay?
3250840	3253240	And that's what they need.
3255880	3261800	No, I will. But that's, they want a little bit more in detail. Okay. I explained this as a
3261800	3267640	supplementary figure, and you should always look also at the supplementary figure. They measure
3267640	3278280	the current using calcium, barium. So, these channels are more permissive to barium. So,
3278280	3285960	the current is higher, or even strontium. Okay? But these are not ions that are formed in our
3285960	3298920	cell. Okay? And they compare the state, so what they could do. Okay? Then the RNA sec.
3301320	3308440	RNA sec. Okay? So, they can sequence the RNA. Once you sequence the RNA, what can you do?
3308520	3315240	So, you have the RNA, or the messenger RNA sequence of a gene. What can you do?
3316680	3317720	These are for biologies.
3321720	3322360	What can you do?
3325960	3333080	You can change this RNA to something. Okay? Before making your paper.
3333400	3335080	You can do what's called
3343080	3350440	transcription. What you heard. So, what's transcription? What do you get?
3350440	3354280	What do you get? That's called?
3364760	3369240	Why is different from the real gene sequence?
3372280	3375640	Yeah, going through. Okay? You have only the coding sequence.
3376600	3383160	So, it's either complementary cDNA or for the DNA. Okay? And then what can you do
3386200	3387720	with this piece of DNA?
3391640	3397080	Okay, yeah. But they already sequence. Trans. Trans. Translation. So, yeah.
3397080	3401480	What kind of a translation? But to make a translation, what do you have to put
3401480	3406040	in the cDNA? In-reversal. No? No, no, no, no.
3410200	3415400	I drew one, one, one, one geometric figure and I, I hope you understand.
3417880	3418920	Plasmid. Yeah.
3422680	3425000	Plasmid. What is a plasmid?
3425000	3437240	Plasmid. Yeah. It's a bacterial DNA. That is a small encyclop. And it's a tool for all biologists,
3437240	3446120	not for only biologists or only biologists. Why? Because you can take this piece of cDNA
3447080	3455640	and insert it in here. And then, as you said, you put them into the cell
3459560	3466360	and it would be expressed as a protein. Okay? It's an expression vector. It's called an
3466360	3470840	expression vector. It's a mean to express a protein in a cell.
3471240	3479080	How you can put a cDNA into a plasmid?
3481720	3483240	I'm sure you have seen this.
3485240	3487800	That is a mean. Yeah, that's just a mean.
3488760	3504920	Yes, restriction design. Okay? So you can cut and you put them into the plasmid.
3505960	3514440	So how and where do you have to put this cDNA so it can be expressed as a protein?
3514680	3519000	Plasmid has a lot of sequences.
3521880	3525240	Yeah, you have to put it downstream one spotter to promote the
3527240	3529720	following the molecular biology course again.
3530680	3538680	But yeah, just to mean. So that's exactly what they need. So they claw the cDNA of the middle
3538680	3548360	scale, CAB 1.3. They put it in a plasmid under the control of a strong promoter,
3548360	3552920	usually CMV, and the viral promoter, so there's a lot of expression.
3553480	3560120	And then they express, they put this plasmid and put it into the cell. What's the name of the
3561080	3569160	technique to put the plasmid DNA in the cell? Transformation. No, it's T, but not transformation.
3569160	3582920	Transformation is compacted. Transformation. No, it's T. Yes. Transfaction. Okay, two-level
3582920	3590600	construction. Maybe you will do one day. So you put a little bit of liposomes, a little bit of
3590600	3598360	lipids around the plasmid, and this helps you to put the plasmid inside the cell. And then the cell
3599720	3609240	that you choose will express CAB 1.3, okay, at the surface of the plasma membrane, and then you
3609240	3616040	can come with your glass pipette and start to measure the current. And that's what they did.
3617080	3619800	Okay, so they measure the current.
3623400	3631160	That's the native cell, so the little scale current recording using calcium, barium, or
3631720	3643400	strontium, okay. That's the clone for S, little scale. Little scale to the similar conditions.
3644120	3651480	And that's, as a control, they use the gene of the rat CAB 1.3, okay.
3652120	3663640	And they add the Nifedipine, which is a blocker of ethyl calcium channels.
3664440	3672680	He, using the little scale CDNA, expressing mammalian cells, they could block, they could see
3672680	3681000	the concentration dependence of the Nifedipine. They use the mnemonitine, another ethyl calcium
3681000	3688520	channel blocker. They do the same using the rat sequence as a control. You always need a control.
3689320	3697320	So they're similar. They're similar, but they are different, okay, and where they are different.
3697320	3702760	And this is a figure of the paper, and this is an important figure, so this remember those who
3702760	3710920	will make the test, okay. So they, they did the apache clump experiments.
3720280	3727000	So they have the CDNA with the CAB 1.3 from the scale and the rat. They put in the cells and
3727080	3728840	they do the apache clump experiment.
3735960	3745640	They have the channel, they use the cell line that is called the HEK, human cells, HEK for human
3745640	3763960	and every other unit, kidney, kidney cells. It's called a cell line, who knows, a mammalian cell line.
3765320	3766840	What cell do you use in the lab?
3767080	3769080	Hello you.
3780920	3788700	Mdm, mdm, vm, vm, vm, vm,singing.
3789400	3791080	Ah, breast cancer?
3791080	3793080	A breast cancer?
3793080	3794080	Yeah.
3794080	3795080	Okay.
3795080	3797080	What is HILA?
3799080	3800080	Yeah.
3800080	3801080	They're all cancer cells.
3801080	3803080	embryonic is an embryo.
3803080	3805080	Immortalized.
3805080	3807080	They are called
3807080	3810080	immoralized
3810080	3813080	because they are always within.
3813080	3816080	As long as you provide them with food.
3816080	3817080	Okay.
3817080	3819080	HILA was the first
3819080	3821080	satellite, I think,
3821080	3822080	historical.
3822080	3824080	HILA is very
3824080	3825080	used a lot
3825080	3827080	because they basically have
3827080	3829080	almost no channel.
3829080	3831080	Just a few potassium channels.
3831080	3834080	So people working on channels
3834080	3836080	with a lot of HILA
3836080	3838080	especially with a lot of potassium channels
3838080	3840080	you can express and you are sure
3840080	3843080	that the calcium current you are measuring
3843080	3845080	is from the CDNA
3845080	3847080	you have
3847080	3849080	that into the cell.
3849080	3851080	And then they do their pastoral experiment.
3851080	3852080	Okay.
3852080	3854080	So they used
3854080	3857080	CID 1.3
3857080	3860080	from the scale
3860080	3862080	and compare
3862080	3864080	from the rat
3864080	3866080	which is a mammalian
3866080	3867080	CID 1.3
3867080	3869080	very similar to the human.
3869080	3870080	Okay.
3870080	3872080	So they use and they compare
3872080	3875080	and they did the same experiment
3875080	3877080	and they plot the ibicar.
3877080	3878080	Okay.
3878080	3880080	And you see here
3880080	3882080	this is the scale
3882080	3883080	in blue,
3883080	3884080	blue scale,
3884080	3885080	red,
3885080	3886080	red.
3886080	3888080	And they plot
3888080	3890080	both ibicar
3890080	3893080	in the same plot.
3893080	3894080	Okay.
3894080	3896080	In the same graph.
3896080	3898080	And what can you see?
3898080	3900080	There is a little difference.
3900080	3902080	They are the same protein
3902080	3904080	but from two different animals
3905080	3907080	to different species
3907080	3909080	that you can see here
3909080	3911080	there is a shift
3911080	3913080	in
3913080	3915080	the peak
3915080	3916080	of the current here.
3916080	3918080	The peak is reached around zero
3918080	3920080	the peak is reached
3920080	3922080	in more negative voltage.
3922080	3925080	The start of the channel opening
3925080	3927080	is more negative than
3927080	3929080	the rat.
3929080	3930080	Okay.
3930080	3932080	So to look
3932080	3933080	at
3933080	3934080	how
3934080	3936080	more in detail
3936080	3938080	they
3939080	3941080	calculate the conductance
3941080	3944080	and they plot the activation curve.
3944080	3946080	They did the other protocol
3946080	3948080	for the inactivation curve
3948080	3950080	and they could see that the inactivation curve
3950080	3952080	has not changed.
3952080	3955080	But what about the activation curve?
3955080	3957080	What can you see here?
3958080	3960080	There is a
3961080	3962080	shift.
3962080	3964080	There is a shift too.
3964080	3966080	For more reacting.
3969080	3971080	Thank you.
3971080	3973080	When you see this
3973080	3975080	you say big grow.
3975080	3977080	When you are a researcher
3977080	3979080	when you see a difference
3979080	3981080	what?
3981080	3983080	Or there is something interesting.
3983080	3985080	That's why when you
3985080	3987080	do your experiments
3987080	3989080	analysis
3989080	3991080	you have to extract
3991080	3993080	all the information
3993080	3995080	you can get from
3995080	3997080	what you have
3997080	3999080	in your
3999080	4000080	recording.
4000080	4002080	This is what we call the
4002080	4004080	they could make two kind of graph
4004080	4006080	one more graph here
4006080	4008080	because they analyze the half
4008080	4010080	activation around here
4010080	4012080	and you can see that the half
4012080	4014080	activation is very different
4014080	4016080	in the rat
4016080	4018080	and the little scale.
4018080	4020080	This is little
4020080	4022080	a not typical difference
4022080	4024080	that makes it
4024080	4026080	become interesting.
4026080	4028080	You have a shift more negative voltage.
4028080	4030080	You have a shift
4030080	4032080	in the half activation voltage.
4034080	4036080	What does it mean? Why?
4036080	4038080	You have the same G
4038080	4040080	but you have
4040080	4042080	a difference
4042080	4044080	being
4044080	4046080	here.
4048080	4050080	So that's the
4050080	4052080	that makes things
4052080	4054080	more interesting
4054080	4056080	and they want to understand
4056080	4058080	the cause
4058080	4060080	of this difference.
4060080	4062080	Now I have to go over
4062080	4064080	to the
4064080	4065080	0
4065080	4067080	before
4067080	4069080	coming back here.
4070080	4072080	Next group
4072080	4074080	here.
4083080	4085080	It's good here.
4087080	4089080	So what is a voltage
4089080	4091080	get a channel?
4091080	4093080	It's a channel that is sensitive
4093080	4095080	to the plasma membrane potential.
4095080	4097080	This is the channel
4097080	4099080	you have a force.
4099080	4101080	In this channel
4101080	4103080	you have what is called
4103080	4105080	a voltage sensor.
4105080	4107080	Voltage sensor in alpha.
4107080	4109080	There is a
4109080	4111080	voltage sensor.
4111080	4113080	There is 4 voltage sensors.
4113080	4115080	Because it's a Petramea.
4115080	4117080	So
4117080	4119080	when you have a change
4119080	4121080	in the plasma membrane
4121080	4123080	this voltage sensor will be moved
4123080	4125080	and it will trigger the
4125080	4127080	opening of the channel.
4127080	4129080	Okay.
4129080	4131080	So
4131080	4133080	let me
4133080	4135080	run.
4135080	4137080	So
4137080	4139080	the
4139080	4141080	entire calcium channel is
4141080	4143080	a Petramea
4143080	4145080	of
4145080	4147080	6
4147080	4149080	1, 2,
4149080	4151080	3, 4, 5,
4151080	4153080	6, maybe something like that.
4153080	4155080	6 alpha elix
4155080	4157080	and the 4 of the channel is here.
4157080	4159080	These alpha elix
4159080	4161080	are named
4163080	4165080	S1 to S5.
4169080	4171080	1, 2, 3,
4171080	4173080	4,
4173080	4175080	5,
4175080	4177080	6.
4177080	4179080	Okay.
4179080	4181080	And
4181080	4183080	n-terminality.
4183080	4185080	This is outside the cell.
4185080	4187080	And you have loops.
4209080	4211080	I explain why I do like this.
4211080	4213080	And this is the
4213080	4215080	n.
4215080	4217080	And this is the c.
4217080	4219080	Okay. And this is called S1,
4219080	4221080	S2, S3,
4221080	4223080	S4.
4223080	4225080	Please remember S4,
4225080	4227080	S5, and S6.
4227080	4229080	Okay.
4229080	4231080	So S5 and 6
4231080	4233080	here.
4235080	4237080	And the loop between S5 and 6
4237080	4239080	are
4239080	4241080	the 4
4241080	4243080	forming
4243080	4245080	alpha elix
4245080	4247080	using this
4247080	4249080	loop. And this
4249080	4251080	makes the selective filter.
4255080	4257080	Okay.
4257080	4259080	And S5
4259080	4261080	usually you can see
4261080	4263080	S4, sorry, S4.
4263080	4265080	You can see S4
4265080	4267080	represented as the alpha elix
4267080	4269080	that have
4269080	4271080	plus charges.
4271080	4273080	Why there are plus charges?
4273080	4275080	Because this alpha elix
4275080	4277080	contains
4277080	4279080	in this structure
4279080	4281080	arginine
4281080	4283080	amino acid
4283080	4285080	which are positive charge in
4285080	4287080	physiological pH.
4287080	4289080	Okay.
4289080	4291080	So this is the
4291080	4293080	S4 and this is the voltage sensor.
4293080	4295080	Okay.
4295080	4297080	Okay.
4297080	4299080	And
4299080	4301080	how is the plasma membrane
4301080	4303080	like this?
4303080	4305080	Okay. And we know the membrane
4305080	4307080	is
4307080	4309080	a little bit more positive
4309080	4311080	outside than inside.
4311080	4313080	A little bit more negative.
4313080	4315080	So plus likes
4315080	4317080	plus or minus.
4317080	4319080	And
4321080	4323080	these are positive charge
4323080	4325080	so they are
4325080	4327080	attracted to the negative.
4327080	4329080	So they are usually
4329080	4331080	how it is exactly placed
4331080	4333080	not well known, but they are
4333080	4335080	attracted to the negative. So they are
4335080	4337080	a little bit more deep inside
4337080	4339080	the membrane.
4339080	4341080	Okay. And when the potential
4341080	4343080	change
4343080	4345080	there is
4345080	4347080	a deparization
4347080	4349080	so this
4349080	4351080	repulse the positive charge
4351080	4353080	and the voltage sensor
4353080	4355080	move a little bit.
4355080	4357080	It's not
4357080	4359080	a strong movement, but it's a movement
4359080	4361080	used in charge
4361080	4363080	attraction repulsion.
4363080	4365080	And this will open
4367080	4369080	the gate.
4369080	4371080	Okay.
4371080	4373080	So the movement
4373080	4375080	of this voltage sensor
4375080	4377080	using the electric
4377080	4379080	to guarantee
4379080	4381080	across the plasma membrane
4381080	4383080	enable the channel
4383080	4385080	to open.
4385080	4387080	It's called the voltage
4387080	4389080	sensor and it's called
4389080	4391080	the
4391080	4393080	gate.
4393080	4395080	Okay. That's very important
4395080	4397080	to remember.
4397080	4399080	So the movement
4399080	4401080	of the voltage sensor
4401080	4403080	because it's positive charge
4403080	4405080	is attracted by the negative charge
4405080	4407080	is moving out
4407080	4409080	when the potential change
4409080	4411080	attracted by the
4411080	4413080	negative charge of the
4413080	4415080	outside of the membrane
4415080	4417080	is open the channel.
4417080	4419080	And when you have reparization
4419080	4421080	it's again
4421080	4423080	no, this is inactivation.
4423080	4425080	Sorry, inactivation.
4425080	4427080	But when there is inactivation
4427080	4429080	or no
4429080	4431080	deactivation
4431080	4433080	the voltage sensor
4433080	4435080	is coming back to its position.
4435080	4437080	Okay.
4437080	4439080	Why people could make a model
4439080	4441080	like this?
4441080	4443080	You cannot see.
4447080	4449080	Now
4449080	4451080	yeah
4451080	4453080	yeah
4453080	4455080	yeah
4455080	4457080	So how people could make a model like this
4457080	4459080	without seeing the structure
4459080	4461080	because they could
4461080	4463080	measure
4463080	4465080	they could measure
4465080	4467080	what's
4467080	4469080	called
4469080	4471080	the gate current
4471080	4473080	and what made it that was
4473080	4475080	in the paper
4475080	4477080	they talk about gate current
4477080	4479080	maybe that confused you
4479080	4481080	or that was difficult to understand.
4481080	4483080	So because there
4483080	4485080	this sensor is positive charge
4485080	4487080	and movement of charge
4487080	4489080	means
4489080	4491080	current
4491080	4493080	some researcher
4493080	4495080	could measure
4495080	4497080	the current of this movement.
4501080	4503080	How?
4503080	4505080	So they found
4505080	4507080	of the potassium channel
4507080	4509080	the
4509080	4511080	potassium channel is there
4511080	4513080	but even in reparation
4513080	4515080	it doesn't open.
4515080	4517080	Okay.
4517080	4519080	So because you don't see the current
4519080	4521080	because the current of the ions
4521080	4523080	it's much much higher
4523080	4525080	than the movement of this
4525080	4527080	but thanks to this mutant
4527080	4529080	they could measure
4529080	4531080	transient
4531080	4533080	current
4533080	4535080	very short and transient current
4535080	4537080	when they depolarize
4537080	4539080	when they depolarize
4539080	4541080	the voltages are moved out
4541080	4543080	so they see positive current
4543080	4545080	and when they deactivate
4545080	4547080	when they
4547080	4549080	compact the potential
4549080	4551080	the voltages are in the back
4551080	4553080	and they could see
4553080	4555080	a negative current
4555080	4557080	and they call this
4563080	4565080	gating current.
4569080	4571080	So
4571080	4573080	they could plot and they could
4573080	4575080	measure the gating current
4575080	4577080	and then they plot
4579080	4581080	the gating current
4581080	4583080	as g are conductance
4583080	4585080	or now they also call it q
4585080	4587080	I don't know why they call it q
4587080	4589080	because the gating charge
4589080	4591080	movement is defined as a q
4591080	4593080	okay
4593080	4595080	and you can see the q
4595080	4597080	the gating charge current
4597080	4599080	in the activation curve
4599080	4601080	it's always
4601080	4603080	before
4603080	4605080	the activation curve
4605080	4607080	of the channel
4607080	4609080	so there is a
4609080	4611080	first the movement
4611080	4613080	of the voltage sensor
4613080	4615080	then the gate open
4615080	4617080	and then you can measure the current
4617080	4619080	okay
4619080	4621080	yes
4625080	4627080	no no if you
4627080	4629080	put them together
4629080	4631080	the q
4631080	4633080	is always more negative
4633080	4635080	than it's always before
4635080	4637080	the gating
4637080	4639080	it's
4639080	4641080	scaling
4641080	4643080	yeah it's normalizing
4645080	4647080	it's normalizing
4647080	4649080	if you don't normalize
4649080	4651080	the q is here and the q is here
4651080	4653080	okay
4653080	4655080	another figure
4655080	4657080	just to
4657080	4659080	show you
4659080	4661080	so you measure the current
4661080	4663080	you can calculate the conductance
4663080	4665080	and normalize the q max
4665080	4667080	this is the gating current
4667080	4669080	and this is
4669080	4671080	a review
4671080	4673080	so how the voltage sensor
4673080	4675080	is exactly moving is not well known
4675080	4677080	now
4677080	4679080	thanks to the crystal structure
4679080	4681080	of the channel
4681080	4683080	they kind of
4683080	4685080	heat how the
4685080	4687080	voltage sensor is moving
4687080	4689080	because they could trap the structure
4689080	4691080	in the claws and the open conformation
4691080	4693080	so they could see that
4693080	4695080	this alpha elix is not in the same position
4695080	4697080	so from the two positions
4697080	4699080	you can try to guess how it's moving
4699080	4701080	it's not moving up and down
4701080	4703080	more like
4703080	4705080	from the side
4705080	4707080	like this
4707080	4709080	so they are trying to make more
4709080	4711080	values
4711080	4713080	okay
4713080	4715080	so how do you
4715080	4717080	calculate q
4717080	4719080	if you don't calculate the intensity
4719080	4721080	you calculate
4721080	4723080	the area under the curve
4723080	4725080	so you make an integral
4725080	4727080	you calculate the area under the curve
4727080	4729080	and it's helping to
4729080	4731080	calculate q
4731080	4733080	your graph
4733080	4735080	okay
4739080	4741080	so it's a small model
4741080	4743080	so it's moving like this
4743080	4745080	okay
4745080	4747080	and what is important to know is that
4747080	4749080	because it has positive charge
4749080	4751080	can positive charge
4751080	4753080	be in a hydrophobic
4753080	4755080	environment
4755080	4757080	so you have water pockets
4757080	4759080	in here
4759080	4761080	in the structure
4761080	4763080	you have water pockets that come inside
4763080	4765080	and this enables this S4
4765080	4767080	to be positively charged
4767080	4769080	here
4773080	4775080	so you have a little bit of water pockets
4775080	4777080	and this is interesting
4777080	4779080	why they could see this water pocket
4779080	4781080	it's because
4781080	4783080	at the same time
4783080	4785080	you can see proton moving
4785080	4787080	across the plasma membrane
4787080	4789080	make kind of
4789080	4791080	proton current
4791080	4793080	and they are measuring this proton current
4793080	4795080	generated by
4795080	4797080	the voltage sensor movement
4797080	4799080	in
4801080	4803080	in the
4803080	4805080	potassium channel
4805080	4807080	and more recently
4809080	4811080	they could observe
4811080	4813080	the movement of the voltage sensor
4813080	4815080	thanks to this technique
4815080	4817080	which I have no idea how it works
4817080	4819080	but by just
4819080	4821080	looking at the graphics
4821080	4823080	to understand
4823080	4825080	it's a Japanese professor
4827080	4829080	you have a gold
4829080	4831080	attached to the channel
4831080	4833080	and the gold will
4833080	4835080	diffract
4835080	4837080	the x-ray
4837080	4839080	you have the image
4839080	4841080	and when the voltage sensor is moving
4841080	4843080	and opening the channel
4843080	4845080	so it's a rotary movement
4845080	4847080	and they could observe the movement
4847080	4849080	of the voltage sensor
4849080	4851080	at one molecule that day
4853080	4855080	this is one of the experiments
4855080	4857080	it's called
4857080	4859080	diffracted
4859080	4861080	x-ray tracking
4861080	4863080	DXT method
4863080	4865080	and this is also
4865080	4867080	for people working
4867080	4869080	with the structure
4869080	4871080	they could see the structure
4871080	4873080	in the open conformation
4873080	4875080	and
4875080	4877080	it moves down
4877080	4879080	so they could see a little
4879080	4881080	a few action
4881080	4883080	movement or a few action difference
4883080	4885080	in the voltage sensor position
4885080	4887080	ok and that's
4887080	4889080	also a strong evidence
4889080	4891080	of the voltage sensor movement
4891080	4893080	so why it's interesting
4893080	4895080	in this case here
4895080	4897080	I come back to the paper
4897080	4899080	so they see a shift
4899080	4901080	in the
4901080	4903080	activation
4903080	4905080	current so it means that
4905080	4907080	the channel is activated
4907080	4909080	at more negative potential
4909080	4911080	so at more negative just changing the potential
4911080	4913080	make the channel to be open
4913080	4915080	ok so why
4915080	4917080	why this is caused by this
4917080	4919080	so they
4919080	4921080	look at
4921080	4923080	the gating current
4923080	4925080	so we don't have return force
4925080	4927080	here is 1.3
4927080	4929080	a drug that blocks the channel
4929080	4931080	it would block the currents
4931080	4933080	the currents are
4933080	4935080	not here but you see
4935080	4937080	you have a small peak here
4937080	4939080	a small peak here
4939080	4941080	this is the gating current
4943080	4945080	there's a small peak here but it's much smaller
4945080	4947080	it's larger in the opening
4947080	4949080	than in the closing
4949080	4951080	and they calculate
4951080	4953080	and they measure
4953080	4955080	this current
4955080	4957080	g and g max
4957080	4959080	over
4959080	4961080	the gating current
4961080	4963080	qon and qmax
4963080	4965080	and you can see here
4965080	4967080	there's a shift
4969080	4971080	in the rat
4971080	4973080	and the little scale
4973080	4975080	what does mean this shift
4979080	4981080	this is the gating current
4981080	4983080	and this is the current of the channel
4985080	4987080	so
4987080	4989080	with less
4989080	4991080	gating current
4991080	4993080	you have more current
4993080	4995080	ok
4995080	4997080	so it means that
4997080	4999080	just a little potential change
4999080	5001080	you open the channel
5001080	5003080	the maximum ok
5003080	5005080	so it means this channel is more sensitive
5005080	5007080	to a change in the potential
5007080	5009080	ok
5009080	5011080	and then they measure the phase current
5011080	5013080	here and they can see also the shift
5013080	5015080	here
5015080	5017080	so
5017080	5019080	this shift is very important
5021080	5023080	so why
5023080	5025080	they have a shift like this
5025080	5027080	oh we already
5027080	5029080	finished the class
5029080	5031080	I need 4 hours
5031080	5033080	sorry
5033080	5035080	ok but I will finish with this
5035080	5037080	because this is
5037080	5039080	the most important
5039080	5041080	and why they could publish to measure
5041080	5043080	because of this finding
5043080	5045080	so why they could observe
5045080	5047080	this change
5047080	5049080	not dramatic
5049080	5051080	this very strong change
5051080	5053080	here
5053080	5055080	and here ok
5055080	5057080	in the phenotype of the channel
5057080	5059080	so as someone said
5059080	5061080	at the beginning of the class
5061080	5063080	they look at the sequence
5063080	5065080	of the amino acid that they compare
5065080	5067080	the amino acid sequence
5067080	5069080	between different species
5069080	5071080	in humans who have zebrafish
5071080	5073080	and what they could see
5073080	5075080	this is the
5075080	5077080	little scape
5077080	5079080	and at the end you see the same amino acid
5079080	5081080	same amino acid
5081080	5083080	but suddenly here
5083080	5085080	you have a few more amino acids
5085080	5087080	and what is
5087080	5089080	KKK
5089080	5091080	it's not the group of clown
5093080	5095080	what?
5095080	5097080	KKK
5097080	5099080	it's a racist
5099080	5101080	no
5101080	5103080	but this is not the KKK
5103080	5105080	this is KKK from little scape
5107080	5109080	what is K?
5109080	5111080	lysine
5111080	5113080	no
5113080	5115080	ok
5115080	5117080	and how
5117080	5119080	what is the charge of the lysine?
5121080	5123080	yeah
5123080	5125080	ok
5125080	5127080	and then you have an R
5127080	5129080	which is
5129080	5131080	someone said
5131080	5133080	ok
5133080	5135080	and where is located this little sequence
5135080	5137080	between
5139080	5141080	the intra
5141080	5143080	the S2
5143080	5145080	and S3
5145080	5147080	of the domain number 4
5147080	5149080	6
5149080	5151080	6
5151080	5153080	and this is number 4
5153080	5155080	alpha x number 2
5155080	5157080	and alpha x number 3
5157080	5159080	and in the loop
5159080	5161080	remember
5161080	5163080	you have
5163080	5165080	in the loop here
5165080	5167080	in the loop here
5167080	5169080	and then you have
5169080	5171080	this is
5171080	5173080	S4
5173080	5175080	let's do like this
5177080	5179080	and
5179080	5181080	let's make
5183080	5185080	in this loop
5185080	5187080	here
5187080	5189080	there is your small difference between
5189080	5191080	RAT
5191080	5193080	and human and little scape
5193080	5195080	just a few amino acids here
5197080	5199080	KKK
5199080	5201080	R
5201080	5203080	ok
5203080	5205080	what does it mean?
5209080	5211080	this
5211080	5213080	this
5213080	5215080	ok
5215080	5217080	you have a little bit of plus around
5217080	5219080	ok
5219080	5221080	let's continue
5221080	5223080	so ok
5223080	5225080	now they have this sequence
5225080	5227080	they made a mutation
5227080	5229080	you can do what is called mutagenesis
5229080	5231080	you can change
5231080	5233080	the sequence and put other amino acids
5233080	5235080	and they put Q
5235080	5237080	for this Q
5237080	5239080	mutagenesis
5239080	5241080	and
5241080	5243080	yeah I forgot
5243080	5245080	sorry
5245080	5247080	ok
5247080	5249080	but
5249080	5251080	they are neutral
5251080	5253080	they are actually neutral
5253080	5255080	so they put a little K
5255080	5257080	scape and they neutralize it
5257080	5259080	it's the red one
5259080	5261080	the white one
5261080	5263080	the neutral
5263080	5265080	but you can see
5265080	5267080	that the shift
5267080	5269080	goes and looks like
5269080	5271080	which one?
5271080	5273080	the red one
5273080	5275080	so they lost the sensitivity
5275080	5277080	they lost the getting sensitivity
5279080	5281080	and what they did
5281080	5283080	they added this sequence
5283080	5285080	into the RAT
5285080	5287080	and what happened
5287080	5289080	this is the RAT
5289080	5291080	the normal RAT
5291080	5293080	the wild type
5293080	5295080	and they could see
5295080	5297080	the appearance of the
5297080	5299080	little scape phenotype
5299080	5301080	ok
5301080	5303080	just a few little amino acids
5303080	5305080	change the phenotype
5305080	5307080	of your channel
5307080	5309080	behavior
5309080	5311080	make more sense if the megaprogram
5311080	5313080	so
5313080	5315080	this evolution
5315080	5317080	make a little custom change
5317080	5319080	when your car
5319080	5321080	you want to add the light
5321080	5323080	and everybody is looking at your car
5323080	5325080	ok
5325080	5327080	that's the same
5327080	5329080	not the same but
5329080	5331080	evolution
5331080	5333080	by having a little change here
5333080	5335080	they made the channel much more sensitive
5335080	5337080	a little change
5337080	5339080	of membrane potential
5339080	5341080	and this little change of membrane potential
5341080	5343080	provide a new function
5343080	5345080	to the little scape
5345080	5347080	and
5347080	5349080	I think in 3 minutes
5349080	5351080	before you go to the RAT
5351080	5353080	why
5353080	5355080	and try to think
5355080	5357080	I know your brain is already
5357080	5359080	tired
5359080	5361080	but
5361080	5363080	try to think a little bit more
5363080	5365080	why
5365080	5367080	just a few was in charge
5367080	5369080	make these voltages
5369080	5371080	more sensitive
5371080	5373080	to a potential change
5373080	5375080	what would happen
5375080	5377080	what is your hypothesis
5377080	5379080	it's already
5379080	5381080	drawn towards the megaprogram
5381080	5383080	why
5383080	5385080	drawn to the
5385080	5387080	not like drawn to the
5387080	5389080	this is supposed to be so
5389080	5391080	more effective
5391080	5393080	but
5393080	5395080	in brain growth you also have
5395080	5397080	positive charge
5397080	5399080	for
5399080	5401080	this positive charge
5401080	5403080	extra repulsion
5403080	5405080	and even the potential
5405080	5407080	is
5407080	5409080	let's say minus 60
5409080	5411080	but in the brain growth
5411080	5413080	context here
5413080	5415080	how can this be
5415080	5417080	who should it be
5417080	5419080	so it's prime
5419080	5421080	the voltage sensor
5421080	5423080	but then you need
5423080	5425080	just a little change
5425080	5427080	and to the moment
5427080	5429080	my best hypothesis
5429080	5431080	of that
5431080	5433080	because in the context here
5433080	5435080	in here you have a
5435080	5437080	positive
5437080	5439080	positive and positive repulsion
5439080	5441080	so of course
5441080	5443080	it repulse here but
5443080	5445080	it change the position
5445080	5447080	of the voltage sensor
5447080	5449080	maybe a more prime
5449080	5451080	or more ready
5451080	5453080	just like you are ready to run
5453080	5455080	okay but if someone push you
5455080	5457080	you will start to be faster
5457080	5459080	okay
5459080	5461080	so that's probably
5461080	5463080	the idea of
5463080	5465080	having a few positive charge
5465080	5467080	near here
5467080	5469080	okay
5469080	5471080	so I will finish here
5471080	5473080	and maybe
5473080	5475080	next week before
5475080	5477080	I talk in the next paper at the end
5477080	5479080	but that's the model
5479080	5481080	so the calcium comes here
5481080	5483080	activates the beta
5483080	5485080	and then blocks
5485080	5487080	and then you have this at great low potential
5487080	5489080	you have this oscillations
5489080	5491080	so if you increase the potential
5491080	5493080	you have more oscillations
5493080	5495080	and more strong
5495080	5497080	sensing
5497080	5499080	from the fish and at the end
5499080	5501080	they need a behavioral experiment
5501080	5503080	when they block the channel
5505080	5507080	the fish were not
5507080	5509080	pharmacologically
5511080	5513080	so the people
5513080	5515080	get lost
5515080	5517080	they are sensing
5517080	5519080	okay
5519080	5521080	and we will see
5521080	5523080	but you can read the paper
5523080	5525080	you will see that in the case of the BK
5525080	5527080	you have two amino acid
5527080	5529080	change
5529080	5531080	and make it
5531080	5533080	very different in term of behavior
5533080	5535080	so this is the little skate
5535080	5537080	this is the mouse
5537080	5539080	you can see that the single channel parent
