start	end	text
3850080	3857920	do you know the what is that authors and the system last author is always the professor
3857920	3865040	and the pr who's the first author the one who did the experiments usually to graduate students
3865040	3871840	PhD students or postdocs okay how much is a graduate studies years how much is a PhD
3873120	3882880	four five three uh postdocs two or three years eight years okay but you see uh Mr. or Mr. John
3882880	3890160	I don't know it's here as a first author but he also contributes here
3891200	3898720	is here as a contribute for this paper okay but maybe it's another student who was the leader of this
3899280	3909280	but the PI is always the PI okay so when you are in a paper when you're on the side left or right
3909920	3916480	it's better when you are a leader so high contribution and contribution is started
3917600	3922880	okay but they still but their name is here so they have a significant contribution
3924560	3924880	okay
3927840	3933680	so they they worked very hard for eight years and they found
3933680	3943440	one one one family of gene that encode for a proton selective channel
3945360	3950960	and his family is called auto-pattery it's not that they didn't find a new gene
3952000	3958240	but they identified a gene that was known to function as a proton selective channel
3958240	3964560	this gene was already known but nobody all the function was not clear okay but they prove
3965360	3972480	it's a channel okay and it's a proton selective channel so what what they use they use different
3972480	3981280	methods so they use a mouse that the same mouse they had in the first paper the pns paper so
3981280	3988720	one expressing jf3 in plpm cells for as control and beta sour sweet
3990160	4000320	and another one is yfp for kdl2 expressing cells for acetase cells and in 2010 you could not do
4000320	4008480	single RNA sequencing and that's why it took a few years but with single cell RNA sequencing
4008480	4015280	technology they could perform a transcriptome analysis and they could clone the gene and then
4015280	4024480	they did exactly the same in the previous paper we read sequencing cloning and then mRNA prediction
4025200	4031600	electrophysiology on all sides but cloned on x-cells and a little bit of proton imaging
4032560	4041280	and that's made to prove that this autopattery is a proton selective channel in sour test cell
4041920	4050240	and that was published in very prestigious journal no science is a top journal okay
4050960	4061600	so how they proceed they separated both cells and they is a transcription transcription
4062720	4075920	transcriptomic analysis with ppm5 cells against pkdl1 cells and one dot is one gene
4076880	4084720	okay and they measure their expression so they measure the this graph shows that
4086480	4094240	the genes here are mostly expressed selectively in the pkdl1 cell
4095840	4102560	and these genes here are mostly only expressed in tpm5 cells and there you see some thresholds
4103200	4112400	that are experimentally selected okay and you have dots that are a little bigger
4113920	4118960	and more visible so once you have transcription you have a list of genes
4118960	4126720	and then you can try to select the genes that are only expressed in the plasma membrane okay and
4126720	4134720	that's the the dots here okay so they they found a lot of these genes
4137280	4149120	okay and they could identify 41 genes that are specifically expressed in the membrane of pkd2l1
4149520	4165680	cell okay so in this 41 genes they took the genes and they had a screening
4167120	4174560	for a response to acidification and zinc okay as a first and rapid screening
4174800	4183760	for a potential candidate for proton channel so they observed only one gene
4187680	4194480	that responds to acidification but generates a current of an acidification and this response
4194480	4205280	was blocked by zinc all others ignore response okay so you can imagine the stress of the student
4205280	4212400	or the researcher to start from here and after a few weeks it's still here
4216560	4221360	or the stress on the other side to start all immediately you've got a response
4221360	4226320	yeah please don't please don't you check everyone and say no response no
4228320	4236240	this is the research especially when you do the screen okay but they had they were lucky also
4236240	4243040	you have luck in the research but they did consistently have the file of this auto p1
4243760	4249920	response to the cell and this if you have to do this with spatch clumps very long and very hard
4249920	4257440	so they use the xenopause of the oocyte now the oocyte of xenopause i don't know if you know
4263600	4272800	so xenopause is a probe you know as you see it's very big and it's a cute and they
4272800	4281520	have a they have a the female and a lot of oocyte they are quite large and you can see
4282720	4290400	your eyes okay and they are also used for as an electrophysiological tool you can inject
4290400	4301920	not the plasmid but directly the mRNA and wait a little bit and you will have the expression
4301920	4310880	of your channel and then but Trump is very hard because you have to touch the cell under the
4310880	4317600	microscope but here you just implant two electrodes and then you measure your current
4318160	4325440	uh now you have a system with several wells so you can put several oocyte and implant
4326320	4333920	and then measure several at the same time okay so with a an efficient screening they can identify
4333920	4342000	this auto p1 and they look the literature i mean the database what is auto p1 auto p1 is
4342000	4353680	abbreviation for auto petrin which was found in uh in the inner here and was related to
4355520	4367120	hearing uh atology when you have mutation okay so you have several auto petrin 1 2 and 3 which
4367200	4376480	are surprise variants it's for 1 2 3 4 10 extra 10 transform brain domain okay
4378880	4386720	and one of there was a paper the function in 2007 uh auto petrion activation by pure
4386720	4394480	engine electrolyte regulates intracellular calcium that's all okay but here they found
4394560	4400960	all its response to acid it's blocked the electrical response is blocked by zinc so it has
4400960	4409200	the potential to do uh channel so if you look at the figure one on figure supplementary figure one
4410000	4417680	in the Xenopus they measure the current at acid pH at neutral pH the current is very small
4417680	4425920	you increase the pH you increase the current the reversal potential almost fits
4428240	4435120	the theoretical equilibrium potential for the pH at least in the range of five or six
4436080	4446400	okay and they measure in the all side and then they moved uh from all sides to
4447760	4456560	why it's not uh perfectly fit here because at this high pH the the clamp is not so easy
4457200	4465120	you don't have using all side you don't have access to here you just change the medium here
4465120	4472640	so you just acidify it here but the control of the gradient is not perfect uh they just
4472640	4478640	have an estimation of the intracellular pH okay so it's not perfect so to have a
4479200	4488080	a perfect fit and use the patch clamp because you have access to the intracellular space
4488080	4494880	intracellular space is small you can control the pH here you can control the pH here
4496560	4504160	pH means the concentration of proton you have control both so you have a good control of the
4504960	4507360	gradient okay
4510560	4518640	and what they did that's what they did this is in all sides they changed the extracellular pH
4520080	4529920	so they moved from 7.4 to 6 and then back to 7.4 how they do this so in your experiment
4530880	4542560	uh your all side is in a tank with a medium at pH 7.4 and you have your electrodes and machine
4543200	4546800	and here you have what is called a perfusion system with tubes
4549680	4558080	and you have different tanks with medium at pH 7.4 so you can perfuse
4558160	4566160	using a pump and then you can change you go to pH 5 and you perfuse and you change the medium
4566160	4574720	okay so while they change the medium to pH 6 to a higher higher proton concentration
4575840	4582320	they could see the current okay they clamp it at minus 8 mu1 they increase the the proton
4582320	4588160	concentration the current increase okay and then they did a ramp test
4590240	4597120	they did a ramp test at different pH and they measured the reversal potential okay
4598640	4605520	at the current amplitude as they measure the current amplitude the current increase
4605520	4613120	is the increase of pH the same here and they did the same in hexels where you have a better clamp
4613840	4623200	okay from 7.4 to 6 you have the current or increase or increase make a ramp and you see
4623200	4629280	change of the reversal potential and increase of the current increase of the current I said
4629280	4634000	increase because we are in the negative the zero is here so the current increase
4635360	4638080	one they have here the dots here is the control
4638880	4646880	untranspected cells and here is uninjected cells no mRNA
4654000	4656880	so
4657200	4659680	so
4664640	4668480	this is the first event there's a pH
4670160	4674720	the content of the current
4674800	4677520	so
4680880	4688960	when you have asked you to increase the gradient difference of proton you increase the current
4688960	4695920	does it mean this is selective for proton no just say increase the gradient increase the proton so
4696000	4703600	it can be also a proton modulated system so the proton binds and increases the current
4703600	4711760	okay like basic like the basic channel so they have to check that this is really
4712560	4713760	uh
4713760	4721200	transselective so the first uh since they eat they check where
4722480	4729280	auto key one is expressed uh so they made a construct they tag it's called tag
4732640	4737280	again so you add a little something so they have auto key one
4737680	4744000	and they put the tag and the tag is the fluorescent protein and in this case is
4745360	4753760	YSP so the tag makes it visible by fluorescence and they observe in the cell
4754480	4761840	where is located the fluorescence and you can see that the location is at the border of the cell
4762560	4770720	which is means it's expressed in the membrane mostly of course you have signal in the cell why
4774080	4776160	are you also have fluorescence in the cell
4777200	4780480	because it's it's creating still at the surface
4782640	4783680	but this is confocal
4788240	4791120	yeah it's localized to membrane but you still have signal inside
4791840	4799360	when you you produce the protein the protein is produced in the of ER and then with the protein
4802400	4808240	it's a bit of intracellular location but they put a line here and you can see the fluorescence
4808240	4814160	has a peak in the border then it's lower inside and then at the peak at the other border
4814160	4819360	so this is a good evidence that uh it's located at the class membrane okay
4820000	4824080	they use they measure the pH intracellular pH by fluorescence
4825280	4831120	and they could see that when they acidify the acidified the extracellular medium
4832640	4838880	in the presence of auto key one they have the strongest intracellular acidification
4840320	4846160	the the blue lines is the error so you can see the acidification is quite consistent
4846880	4851200	and when you have a shard it means you transfect something else
4852000	4858400	the acidification is much less strong okay this is a very strong acidification with a
4858400	4868560	permeable system as a date both as a control both acidified okay so this is a second evidence
4869280	4873040	okay you have auto key one you have intracellular acidification
4879200	4887120	same with the fluorescence here another fluorescent probe they have acidification they use
4887760	4896960	uh pH rhodo red okay and this is the uh how to say the ultimate
4900160	4910240	the very strong evidence for the uh or the uh the proof of the ion selectivity
4910560	4919840	one is ion replacement they measure the current in acid pH the current is here
4919840	4926640	and then they add another ion they add an excess of another ion just to see if this
4927440	4933040	excess of other ion will influence the current and you can see that there is almost nothing
4933040	4941120	happening when they add extra sodium they add extra lithium nothing they add extra cesium
4941120	4948320	nothing they add extra calcium nothing i think in the supplementary they also use other ions but
4948320	4958240	nothing move in the presence of proton and another ion that would compete for the selectivity so this
4958240	4965840	is a strong evidence and then as we discussed they measure the reversal potential at different pH
4969760	4976880	and they plot this reversal potential against the pH delta pH
4977360	4988560	and they draw the theoretical equilibrium potential at these pH values
4989920	4996480	and you see that the point the experimental measurement almost perfectly perfectly
4997280	5005040	fits with the theoretical value and this is a very strong evidence that this current they measure
5005040	5013920	here in the presence of auto q1 at this pH this is proton passing from the channel
5014880	5017680	and these are also strong evidence that this
5019840	5028000	proton pass but probably only proton pass okay now you could test a lot of other ions but at least
5028800	5040000	compared to this you have a mostly set proton channel oh for time okay so and then they did a
5040880	5048000	ion they also test again potassium a little change but not much not significant change okay
5048400	5060400	this is the auto p1 they look at mouse versus mouse and the auto p1 sequence this is a
5060400	5067040	transparent domain the sequence in amino acids the concept how much they are conserved
5068000	5077360	auto p1 and auto p3 also change auto p2 and auto p3 also change the pH so they are also
5077360	5090320	from proton channels okay please wait five minutes then they measure the current also and also in
5093200	5102480	in pk1 cell the current is also blocked by zinc so they could get the current so they
5103440	5106160	the paper had a strong
5108960	5117440	impact in the community of the taste the taste researchers there was a general general
5117440	5124560	general physiology there was a comment so auto p1 must be there maybe something else
5125200	5131840	or strong acid is maybe auto p1 for weak acid maybe something else and they make a scheme okay
5133280	5144000	so what they use they what they could find the proton selective channel in the acid taste cells
5144000	5151600	okay is it really the taste receptor how to prove it from what i said you make a
5152560	5159840	not so it's not cosmic wise and that so that was published in 2018
5160800	5167920	there was no look at mouse at the time the the research was moving very fast so just one year
5167920	5175440	later uh lima that probably collaborate with this professor one okay they published a very
5175440	5181920	nice paper with a structure of auto p1 they could see that they form a diameter
5183040	5190960	of 12 trans membrane domain and they characterize a little bit they made some mutations to show that
5190960	5198240	some amino acid are very important for the proton transport of the of the in the channel okay so
5198240	5207280	that was very fast but the quest was not finished is it really the sour taste receptor you have to
5207280	5219360	prove it so i go very fast this is the taste system of the mice receptor you have you have
5219440	5225600	protection of axons in different countries and then like this okay so what happened
5228480	5235520	bam in 2019 just one year after they published another book
5237280	5246240	this book published itself it's also top journal for the biology sour sensing from the tongue to the
5246240	5255920	brain and they did the knockout mice they did the knockout mice and they showed that from the
5255920	5264480	knockout the the mice is losing the taste i don't present the paper but they did a tremendous work
5265280	5272080	it's impossible to do this in one year so these guys knew about the paper so they started before
5272800	5280960	it's a competition so they could see from you see the measure of the
5281840	5288480	current size before and auto p1 knockout even you have sour taste there is no response
5288480	5297200	electrical response they could find sour responding neurons in the anglia taste and then in the brain
5298000	5305120	which is the neuron it's a pkd neuron that responds to the sour and then they did a behavior
5306480	5317040	test using optogenetics in in mouths and this is liman who also published almost at the same time
5317040	5323520	the knockout mice but in another journal the current biology so they're a good journal but
5324240	5332240	that is much better so you see the competition is very tough and when you make a discovery
5332240	5339200	other ones also to take advantage of your discovery so you have to be very careful when you want to
5339200	5345920	publish your discovery because it's very tough competition at least they could publish but the
5345920	5355520	credit will go more than to her of course she had the credit of finding but the proof that it's a
5355520	5363840	sweet receptor sour receptor is another group and you can see the out
5363840	5375760	not so many people but they work very hard i guess win the competition
5379440	5389760	and they okay just to finish that's a uh
5389840	5398560	oops that's another paper that was just published last year
5407040	5411360	of course they found the structure but they're also for pharmacological
5412320	5419840	uh business or for pharmacological use they try to find an inhibitor of
5421200	5429680	autopsy one and they made a big screening of three hundred thousand compound not by
5429680	5440000	bachclon but in cdco now we can work in cdco so they can make a talking and they found 50 compound
5440880	5447520	that they screened for the inhibition also by bachclon using their assay and you can see that
5447520	5457280	they found this c11 and c22 compound that has a very strong inhibition of the of the current
5457280	5463600	okay and then they characterize and they could see the pocket of the binding so when you make a big
5463600	5469280	discovery like this you can continue and try to make other nice discovery this was
5469280	5477600	published in major communications which is a very good journal and it was published in 2025
5478320	5488400	okay so when you do research you always advance and make new things and because new methods
5489040	5496320	enables you to make new discoveries here they took advantage of this uh in cdco work on the
5496320	5503200	structure and the docking and they could identify compounds that inhibits and could be used in the
5503200	5515360	future and by the pharma industry a treatment of pathology related to autopsy one okay okay good
5516160	5523920	i guess you're hungry now you know why you feel all sweet paste uh no acid taste sour taste
5523920	5528960	so when you eat next time you say okay i'm activating those
