start	end	text
3882660	3884660	And you can see a significant increase.
3884660	3885660	Ah!
3885660	3892660	Already, 100 quanpere, which is the current in terms of physiology.
3892660	3897660	At first 40, you already have 400 quanpere, which is quite large.
3897660	3898660	Okay.
3898660	3900660	There is no change in the safety.
3900660	3901660	Ah!
3901660	3903660	Still very selective chloride.
3903660	3904660	Ah!
3904660	3907660	So, what does this imply?
3907660	3911660	Is this quantification, is puny, small puny.
3911660	3912660	Ah!
3912660	3918660	Generate chloride current at physiological range for the action potential.
3918660	3919660	Ah!
3919660	3920660	Okay.
3920660	3922660	So, what does it mean?
3922660	3928660	That if you have an action potential plus 40, you will activate the chloride channel.
3928660	3929660	Ah!
3929660	3936660	You might have some physiological impact in people.
3936660	3938660	So, what they need?
3938660	3941660	They construct an AAD.
3941660	3943660	What is AAD?
3950660	3951660	AAD.
3954660	3955660	It's final.
3956660	3959660	We can feed virus.
3959660	3961660	No problem with the virus.
3963660	3964660	Ah!
3964660	3965660	Yeah.
3965660	3966660	We will develop.
3967660	3968660	You just...
3972660	3979660	You just use the genes of the virus and the cells will make the virus by themselves.
3979660	3981660	And then you can refit the virus.
3982660	3985660	Just for research purposes.
3987660	3990660	Some people can read that.
3990660	3993660	But usually it's for...
3993660	3996660	Why this kind of virus?
3996660	3998660	How do you keep the...
3998660	4004660	So, we discussed before when you have the DNA and you want to express the channel
4004660	4008660	and you want to put the DNA into the cell and protect cells.
4008660	4012660	So, what is the technique for research?
4012660	4013660	We'll show you.
4013660	4015660	We'll go over there.
4017660	4018660	Tran.
4018660	4019660	Tran.
4020660	4021660	Tran.
4021660	4022660	Tran.
4022660	4023660	Tran.
4023660	4024660	Tran.
4024660	4025660	Tran.
4025660	4026660	Tran.
4026660	4027660	Tran.
4027660	4028660	Tran.
4028660	4029660	Tran.
4029660	4030660	Tran.
4030660	4031660	Tran.
4031660	4032660	Tran.
4032660	4033660	Tran.
4033660	4034660	Tran.
4034660	4035660	Tran.
4035660	4036660	Tran.
4036660	4037660	Tran.
4037660	4038660	Tran.
4038660	4039660	Tran.
4040660	4041660	Tran.
4041660	4042660	Tran.
4042660	4043660	Tran.
4043660	4044660	Tran.
4044660	4045660	Tran.
4045660	4046660	Tran.
4047660	4048660	Tran.
4049660	4050660	Tran.
4050660	4051660	Tran.
4052660	4053660	Tran.
4057660	4058660	Tran.
4059660	4060660	Tran.
4061660	4062660	Tran.
4063660	4064660	Tran.
4065660	4066660	Tran.
4066660	4070660	temperature for a real differentiated cell.
4070660	4076660	So what we use, we infect cells as when we are infected
4076660	4081660	by the influenza, we will easily enter our cells.
4081660	4088660	So using virus, we can transuse transduction, not
4088660	4089660	transprotection.
4089660	4090660	It's transduction.
4090660	4093660	We just put some virus.
4093660	4098660	Inside the virus, you have the gene of interest.
4098660	4101660	It can be fluorescent protein, or it can be a channel.
4101660	4104660	And the virus enters easily into the neuron
4104660	4106660	or the cardinal site.
4106660	4108660	But you can also use the virus, and you just
4108660	4113660	need to intermise.
4113660	4115660	So they inject the virus.
4115660	4120660	And AAV is called associated adenovirus.
4121660	4123660	It's a type of virus.
4123660	4126660	So they made the construction adenov-associated virus
4126660	4135660	with one A promoter, GFP, and the three channels.
4135660	4140660	The original construct, the voltage-gated anion channel,
4140660	4146660	and the modified one, voltage-gated anion channel,
4146660	4147660	number one.
4148660	4153660	Using a syringe, they inject in a specific area of the brain,
4153660	4158660	and they can see the fluorescence by GFP.
4158660	4163660	So they can locate within the tissue what cells are being
4163660	4165660	infected, and they can see that the neurons are
4165660	4168660	being infected in their system.
4168660	4171660	And using electrodes, just like patch cloth,
4171660	4176660	they don't measure the current, but they measure the,
4176660	4188660	if you don't measure the current, you measure the membrane.
4188660	4189660	Potential.
4189660	4190660	Yes.
4190660	4191660	OK.
4191660	4193660	So they can measure action potential.
4193660	4194660	OK.
4194660	4196660	And that's the PBLM here.
4196660	4199660	So uninfected cells.
4199660	4202660	So they can measure the activity of neurons.
4202660	4205660	Now you can see that they inject a different current
4205660	4208660	on the stimulus, and then they measure the action potential.
4208660	4210660	OK.
4210660	4216660	When they infect with the original construct,
4216660	4218660	they have a little bit of the channel activity,
4218660	4220660	but not so much.
4220660	4221660	OK.
4221660	4225660	But when they use the voltage-gated anion channel,
4225660	4228660	they reduce the activity vis-a-vis the company.
4228660	4231660	And when they use a modified one,
4231660	4235660	they can completely stop the activation.
4235660	4242660	Or they count the firing rate, and the last human one
4242660	4246660	completely block the action potential.
4246660	4247660	OK.
4247660	4254660	In response to different current injections,
4254660	4256660	that's one other point there.
4256660	4258660	They have a significant reduction.
4258660	4259660	OK.
4259660	4262660	So they design a chloride channel,
4262660	4264660	a voltage-gated fluorine channel.
4264660	4268660	They tune the channel so it has nice characteristic
4268660	4270660	of zero-tigarification.
4270660	4272660	They make the structure.
4272660	4276660	The structure help to tune the channel axis.
4276660	4280660	And then they need some in vivo experiments
4280660	4286660	to prove that their channel can be used in vivo.
4286660	4287660	OK.
4287660	4290660	So it's a gene that never exists,
4290660	4296660	but it was just built up from scratch.
4296660	4301660	So that makes it a very, very interesting nice paper.
4301660	4306660	So there is room for improvement or modification and change.
4306660	4308660	OK.
4308660	4309660	Questions?
4309660	4317660	Just about the method, like the virus-infected one,
4317660	4321660	would it be contagious to do it as well?
4321660	4322660	Yeah.
4322660	4323660	Really?
4323660	4324660	Yeah.
4324660	4326660	So you have to wear gloves.
4326660	4328660	OK.
4328660	4330660	Special lens.
4330660	4334660	And I had an accident once when I was purifying.
4334660	4338660	So you produce the cell, and you have the liquid,
4338660	4341660	you isolate the liquid in the tubes,
4341660	4347660	and then using season chloride radiance
4347660	4350660	and other neutral centrifugation,
4350660	4356660	you can concentrate the virus in an area in a chloride,
4356660	4358660	season chloride radiance.
4358660	4361660	And then you need to put the C range
4361660	4370660	and take the virus in the C range, and then clean.
4370660	4375660	You have to remove the system chloride by cleaning steps.
4375660	4379660	And I took out too fast the C range
4379660	4383660	and the liquid was dropping out.
4383660	4385660	Luckily, I have my glasses.
4385660	4387660	I have the virus on my glasses.
4387660	4392660	And so I was like, why don't you wear eyes?
4392660	4395660	If you touch your skin, it doesn't happen anything,
4395660	4397660	but your eyes have to be protected.
4397660	4399660	You have to be careful not to inject your cell.
4399660	4400660	Yeah.
4400660	4404660	So you have the history level.
4404660	4411660	You have levels of, how to say, culture rules, cell culture
4411660	4413660	rules, where you can work with them.
4413660	4419660	So some people, I remember, worked with an anti-virus,
4419660	4424660	HIV virus, to do the research also.
4424660	4428660	So they have a very specific, you have to wear.
4428660	4429660	Yeah.
4429660	4431660	And you have the sophistication.
4431660	4433660	There's no idea how to do it.
4433660	4434660	Yeah.
4434660	4437660	And in a virus, you can do it just like this.
4437660	4439660	But you have to be careful not to.
4439660	4440660	Yeah.
4440660	4442660	So of course, when you do the experiments,
4442660	4444660	you work with dangerous signals.
4444660	4448660	You have to be very careful when you do your research.
4448660	4451660	That's why you have to have special training.
4451660	4455660	We used to work with, nowadays, it's very rare,
4455660	4459660	but we used to work with radiography.
4459660	4461660	There's also the two.
4461660	4463660	It's Tricia, and it seems like this.
4463660	4468660	I have some people I knew working with IO.
4469660	4471660	It's very, very dangerous.
4471660	4474660	We have special protection and special labs for these.
4474660	4481660	Nowadays, the radiography is very much less.
4481660	4484660	But I used to work with them.
4484660	4488660	When you have the combat, you have to be careful.
4488660	4490660	And then you have to check everywhere.
4490660	4491660	You have to check the clothes.
4491660	4493660	You don't have spots.
4493660	4499660	Otherwise, the scalp and the containers.
4499660	4500660	Yeah, yeah.
4500660	4503660	Working with chemicals is dangerous.
4503660	4508660	Working with biological as a material.
4508660	4510660	You have to be extra careful.
4510660	4513660	So don't choose as fast when you do experiments.
4513660	4514660	Okay?
4514660	4515660	Stay concentrated.
4515660	4518660	Stay focused on your experiments.
4518660	4520660	In some patch camp experiments,
4520660	4523660	I use a tetrodotoxin.
4523660	4526660	Careful.
4526660	4529660	I have a colleague in the hospital.
4529660	4534660	She was working with bacteria,
4534660	4540660	called this very infectious bacteria.
4540660	4544660	And she had to inject mice.
4544660	4546660	And the mice was very nervous.
4547660	4548660	The mice moved.
4548660	4550660	And she injected herself with bacteria.
4550660	4553660	She spent three months in the hospital.
4553660	4556660	So she had to...
4556660	4559660	She could get better, but three months in the hospital.
4559660	4567660	It's not fun with bacteria, infectious bacteria.
4567660	4571660	So when they have to produce this virus,
4571660	4572660	you have to be careful.
4572660	4577660	And the injection, you have to be careful.
4577660	4582660	The research light is interesting.
4582660	4584660	Okay.
4584660	4588660	Question?
4588660	4589660	Okay.
4589660	4591660	We have five minutes.
4591660	4596660	I know I'll stress you the most in the exam questions.
4596660	4601660	So we had four papers.
4602660	4605660	So most...
4605660	4608660	The only question we come from is paper.
4608660	4609660	Okay?
4609660	4612660	So I will help you.
4612660	4614660	We have four papers.
4614660	4622660	The first one was the CAB1.2, I think.
4622660	4625660	The liquid scale and the electro-sensing.
4625660	4626660	Okay?
4626660	4630660	And we saw that there was gate impairment.
4630660	4633660	The ID curve and things like this.
4633660	4637660	And then the second was a proton channel
4637660	4642660	where they identify a new proton channel as a test.
4642660	4645660	And we can see the selectivity.
4645660	4649660	So they tested the protein.
4649660	4656660	They identified selectivity for proton.
4656660	4659660	So it was interesting.
4659660	4663660	The paper was...
4663660	4668660	The third paper was not on electrophysiology characterization.
4668660	4674660	It was just the function of this mutant, this super mutant.
4674660	4678660	Everybody wanted to have a mutation.
4678660	4680660	We can make a big jump.
4680660	4681660	Okay?
4681660	4685660	And this last paper on the design of the channel.
4685660	4686660	Okay?
4686660	4688660	So...
4688660	4689660	Yeah.
4689660	4693660	Please read this one because it's interesting.
4693660	4694660	I don't know.
4694660	4696660	It's very designed.
4698660	4699660	So...
4699660	4700660	Yeah.
4700660	4703660	There will be probably no question on this paper,
4703660	4707660	but mostly on ion channel characteristics.
4707660	4711660	And there is a very difficult characteristic
4711660	4714660	of getting ion channel.
4714660	4717660	How you measure the current.
4717660	4719660	What is an ID curve?
4719660	4721660	What does it mean?
4721660	4723660	Selectivity in the current.
4723660	4724660	This kind of thing.
4724660	4725660	Okay?
4725660	4729660	So please try to read the papers and understand,
4729660	4733660	especially the electrophysiological features.
4733660	4735660	Try to understand them.
4735660	4737660	And the question will be more about this.
4737660	4738660	And if you have question,
4738660	4739660	I want to understand this.
4739660	4741660	What does this ID mean?
4741660	4743660	Just send an e-mail.
4743660	4747660	And I will reply to everyone.
4747660	4750660	So everyone can have a question and reply.
4750660	4752660	Which might help everyone.
4752660	4756660	And not everyone ask me the same question.
4756660	4757660	Okay?
4757660	4758660	Okay?
4758660	4760660	Good?
4760660	4761660	Okay.
4761660	4763660	So, study hard.
4763660	4765660	Go to your job.
4766660	4771660	After studying, you will have to work hard.
4771660	4774660	And then you will say, oh, you have to work hard.
4778660	4779660	Okay?
4779660	4786660	But, enjoy your human life.
4786660	4790660	Because student's life is the best time.
4790660	4792660	Human life, I think.
4793660	4794660	Ha-ha-ha!
4796660	4797660	Class?
4797660	4801660	Yeah.
4801660	4802660	Class?
